POS,Rank,Simplified,Traditional,Pinyin,English,HSK
adjective,138,彻底,徹底,chèdǐ,thorough / complete,5
adjective,139,深,深,shēn,deep,4
adjective,140,浅,淺,qiǎn,shallow,5
adjective,141,平,平,píng,flat / even,5
adjective,142,平坦,平坦,píngtǎn,smooth / flat,6
adjective,143,陡,陡,dǒu,steep,6
adjective,144,圆,圓,yuán,round / circular,5
adjective,145,方,方,fāng,square,5
adjective,146,弯,彎,wān,curved / bent,6
adjective,147,直,直,zhí,straight,4
adjective,148,斜,斜,xié,slanted / oblique,6
adjective,149,正,正,zhèng,straight / upright,4
adjective,150,歪,歪,wāi,crooked,6
adjective,151,尖,尖,jiān,sharp / pointed,5
adjective,152,钝,鈍,dùn,blunt / dull,6
adjective,153,锋利,鋒利,fēnglì,sharp (blade),6
adjective,154,光滑,光滑,guānghuá,smooth / glossy,6
adjective,155,粗糙,粗糙,cūcāo,rough / coarse,6
adjective,156,粗,粗,cū,thick / coarse,5
adjective,157,细,細,xì,fine / thin,4
adjective,158,细致,細致,xìzhì,meticulous,6
adjective,159,坚固,堅固,jiāngù,sturdy / solid,6
adjective,160,结实,結實,jiēshi,sturdy / strong,6
adjective,161,脆,脆,cuì,crispy / brittle,6
adjective,162,柔软,柔軟,róuruǎn,soft / gentle,6
adjective,163,弹性,彈性,tánxìng,elastic (adj/n),6
adjective,164,有弹性,有彈性,yǒu tánxìng,elastic / flexible,6
adjective,165,平静,平靜,píngjìng,calm / peaceful,6
adjective,166,宁静,寧靜,níngjìng,peaceful / quiet,6
adjective,167,安静,安靜,ānjìng,quiet,3
adjective,168,吵闹,吵鬧,chǎonào,noisy,6
adjective,169,热闹,熱鬧,rènao,lively / bustling,4
adjective,170,繁华,繁華,fánhuá,flourishing / bustling,6
adjective,171,荒凉,荒涼,huāngliáng,desolate,6
adjective,172,空旷,空曠,kōngkuàng,spacious / empty,6
adjective,173,拥挤,擁擠,yōngjǐ,crowded,5
adjective,174,宽敞,寬敞,kuānchang,spacious / roomy,6
adjective,175,紧张,緊張,jǐnzhāng,tense / nervous,4
adjective,176,放松,放鬆,fàngsōng,relaxed,5
adjective,177,轻松,輕鬆,qīngsōng,relaxed / light,4
adjective,178,沉重,沉重,chénzhòng,heavy / grave,6
adjective,179,勇敢,勇敢,yǒnggǎn,brave,4
adjective,180,胆小,膽小,dǎnxiǎo,timid / cowardly,6
adjective,181,害羞,害羞,hàixiū,shy,5
adjective,182,外向,外向,wàixiàng,extroverted,6
adjective,183,内向,內向,nèixiàng,introverted,6
adjective,184,开朗,開朗,kāilǎng,cheerful / open,6
adjective,185,活泼,活潑,huópō,lively / vivacious,5
adjective,186,温柔,溫柔,wēnróu,gentle / tender,5
adjective,187,温和,溫和,wēnhé,mild / gentle,5
adjective,188,凶,兇,xiōng,fierce / vicious,5
adjective,189,凶恶,兇惡,xiōng'è,ferocious,6
adjective,190,残忍,殘忍,cánrěn,cruel,6
adjective,191,善良,善良,shànliáng,kind-hearted,5
adjective,192,和善,和善,héshàn,kindly / genial,6
adjective,193,友好,友好,yǒuhǎo,friendly,4
adjective,194,热情,熱情,rèqíng,enthusiastic / warm,4
adjective,195,冷淡,冷淡,lěngdàn,cold / indifferent,6
adjective,196,冷漠,冷漠,lěngmò,apathetic,6
adjective,197,礼貌,禮貌,lǐmào,polite,4
adjective,198,有礼貌,有禮貌,yǒu lǐmào,polite,4
adjective,199,粗鲁,粗魯,cūlǔ,rude / coarse,6
adjective,200,耐心,耐心,nàixīn,patient,4
adjective,201,耐烦,耐煩,nàifán,patient,6
adjective,202,急,急,jí,impatient / urgent,3
adjective,203,着急,著急,zháojí,anxious / worried,3
adjective,204,焦急,焦急,jiāojí,anxious,6
adjective,205,冷静,冷靜,lěngjìng,calm / cool-headed,5
adjective,206,镇静,鎮靜,zhènjìng,composed / calm,6
adjective,207,激动,激動,jīdòng,excited / stirred,5
adjective,208,兴奋,興奮,xīngfèn,excited,5
adjective,209,愉快,愉快,yúkuài,pleasant / cheerful,4
adjective,210,高兴,高興,gāoxìng,happy / glad,1
adjective,211,开心,開心,kāixīn,happy,3
adjective,212,快乐,快樂,kuàilè,happy / joyful,2
adjective,213,幸福,幸福,xìngfú,happy / blessed,4
adjective,214,满足,滿足,mǎnzú,satisfied / content,5
adjective,215,满意,滿意,mǎnyì,satisfied,4
adjective,216,难过,難過,nánguò,sad / upset,4
adjective,217,伤心,傷心,shāngxīn,sad / heartbroken,4
adjective,218,痛苦,痛苦,tòngkǔ,painful / suffering,5
adjective,219,孤独,孤獨,gūdú,lonely / solitary,6
adjective,220,寂寞,寂寞,jìmò,lonely,5
adjective,221,闷,悶,mèn,stuffy / bored,5
adjective,222,烦,煩,fán,annoyed / vexed,5
adjective,223,烦躁,煩躁,fánzào,irritable,6
adjective,224,愤怒,憤怒,fènnù,furious / angry,6
adjective,225,恼火,惱火,nǎohuǒ,annoyed / irritated,6
adjective,226,平和,平和,pínghé,peaceful / moderate,6
adjective,227,愉悦,愉悅,yúyuè,cheerful / joyful,6
adjective,228,忧郁,憂鬱,yōuyù,melancholic,6
adjective,229,郁闷,鬱悶,yùmèn,depressed / gloomy,6
adjective,230,忧愁,憂愁,yōuchóu,worried / gloomy,6
adjective,231,轻快,輕快,qīngkuài,light and lively,6
adjective,232,骄傲,驕傲,jiāo'ào,proud / arrogant,4
adjective,233,谦虚,謙虛,qiānxū,modest / humble,5
adjective,234,自信,自信,zìxìn,self-confident,5
adjective,235,自卑,自卑,zìbēi,self-abasing / inferior,6
adjective,236,自私,自私,zìsī,selfish,5
adjective,237,无私,無私,wúsī,unselfish / selfless,6
adjective,238,大方,大方,dàfang,generous / natural,5
adjective,239,小气,小氣,xiǎoqi,stingy / petty,6
adjective,240,吝啬,吝嗇,lìnsè,stingy,6
adjective,241,慷慨,慷慨,kāngkǎi,generous / magnanimous,6
adjective,242,大度,大度,dàdù,magnanimous / big-hearted,6
adjective,243,严格,嚴格,yángé,strict / rigorous,4
adjective,244,严厉,嚴厲,yánlì,stern / severe,6
adjective,245,严肃,嚴肅,yánsù,serious / solemn,5
adjective,246,温和 (温和),溫和,wēnhé,moderate / mild,5
adjective,247,宽容,寬容,kuānróng,tolerant / lenient,6
adjective,248,大方 (气度),大方,dàfang,generous / gracious,5
adjective,249,固执,固執,gùzhí,stubborn,6
adjective,250,顽固,頑固,wángù,stubborn / obstinate,6
adjective,251,灵活,靈活,línghuó,flexible / nimble,5
adjective,252,僵硬,僵硬,jiāngyìng,rigid / stiff,6
adjective,253,敏感,敏感,mǐngǎn,sensitive,5
adjective,254,敏锐,敏銳,mǐnruì,keen / sharp,6
adjective,255,迟钝,遲鈍,chídùn,slow-witted / dull,6
adjective,256,敏捷,敏捷,mǐnjié,agile / quick,6
adjective,257,灵敏,靈敏,língmǐn,keen / sensitive,6
adjective,258,熟练,熟練,shúliàn,skilled / proficient,5
adjective,259,熟悉,熟悉,shúxī,familiar,4
adjective,260,生疏,生疏,shēngshū,unfamiliar / rusty,6
adjective,261,陌生,陌生,mòshēng,unfamiliar / strange,5
adjective,262,熟,熟,shú,cooked / ripe / familiar,4
adjective,263,生,生,shēng,raw / unfamiliar / student,3
adjective,264,成熟,成熟,chéngshú,mature / ripe,5
adjective,265,幼稚,幼稚,yòuzhì,childish / immature,6
adjective,266,天真,天真,tiānzhēn,naive / innocent,6
adjective,267,单纯,單純,dānchún,pure / simple,6
adjective,268,纯洁,純潔,chúnjié,pure,6
adjective,269,清洁,清潔,qīngjié,clean / hygienic,6
adjective,270,卫生,衛生,wèishēng,hygienic / sanitary,4
adjective,271,健康,健康,jiànkāng,healthy,3
adjective,272,虚弱,虛弱,xūruò,weak / frail,6
adjective,273,强壮,強壯,qiángzhuàng,strong / robust,6
adjective,274,坚强,堅強,jiānqiáng,strong-willed,5
adjective,275,软弱,軟弱,ruǎnruò,weak / feeble,6
adjective,276,有力,有力,yǒulì,powerful / forceful,5
adjective,277,有效,有效,yǒuxiào,effective,5
adjective,278,无效,無效,wúxiào,invalid / ineffective,6
adjective,279,有益,有益,yǒuyì,beneficial / useful,6
adjective,280,有害,有害,yǒuhài,harmful,6
adjective,281,危险,危險,wēixiǎn,dangerous,4
adjective,282,安全,安全,ānquán,safe,4
adjective,283,可靠,可靠,kěkào,reliable / dependable,5
adjective,284,可信,可信,kěxìn,trustworthy / credible,6
adjective,285,可疑,可疑,kěyí,suspicious / questionable,6
adjective,286,忠实,忠實,zhōngshí,loyal / faithful,6
adjective,287,忠诚,忠誠,zhōngchéng,loyal / faithful,6
adjective,288,背叛,背叛,bèipàn,traitorous,6
adjective,289,诚实,誠實,chéngshí,honest,4
adjective,290,老实,老實,lǎoshi,honest / naive,5
adjective,291,诚恳,誠懇,chéngkěn,sincere / earnest,6
adjective,292,虚伪,虛偽,xūwěi,hypocritical,6
adjective,293,虚假,虛假,xūjiǎ,false / hypocritical,6
adjective,294,真诚,真誠,zhēnchéng,sincere / genuine,6
adjective,295,公正,公正,gōngzhèng,fair / just,6
adjective,296,公平,公平,gōngpíng,fair / impartial,5
adjective,297,不公平,不公平,bù gōngpíng,unfair,5
adjective,298,平等,平等,píngděng,equal / equality,5
adjective,299,不平等,不平等,bù píngděng,unequal,6
adjective,300,合理,合理,hélǐ,reasonable,5
adjective,301,不合理,不合理,bù hélǐ,unreasonable,5
adjective,302,合适,合適,héshì,suitable / appropriate,4
adjective,303,适合,適合,shìhé,suitable for / fitting,4
adjective,304,适当,適當,shìdàng,appropriate,5
adjective,305,恰当,恰當,qiàdàng,proper / apt,6
adjective,306,准时,準時,zhǔnshí,punctual,4
adjective,307,按时,按時,ànshí,on time,5
adjective,308,及时,及時,jíshí,timely / promptly,5
adjective,309,迟到,遲到,chídào,late (in arriving),3
adjective,310,忙碌,忙碌,mánglù,busy / bustling,6
adjective,311,空闲,空閒,kòngxián,free (time),6
adjective,312,有空,有空,yǒu kòng,having free time,3
adjective,313,空,空,kòng,free / vacant,4
adjective,314,有效率,有效率,yǒu xiàolǜ,efficient,5
adjective,315,有条理,有條理,yǒu tiáolǐ,orderly / methodical,6
adjective,316,井井有条,井井有條,jǐngjǐng yǒu tiáo,in perfect order,6
adjective,317,混乱,混亂,hùnluàn,chaotic / disorderly,6
adjective,318,有序,有序,yǒuxù,orderly,6
adjective,319,无序,無序,wúxù,disorderly,6
adjective,320,规律,規律,guīlǜ,regular / rhythmic,6
adjective,321,正规,正規,zhèngguī,regular / formal,6
adjective,322,非正式,非正式,fēi zhèngshì,informal,6
adjective,323,正式,正式,zhèngshì,formal / official,5
adjective,324,认真,認真,rènzhēn,serious / earnest,3
adjective,325,马虎,馬虎,mǎhu,careless / sloppy,6
adjective,326,粗心,粗心,cūxīn,careless,5
adjective,327,细心,細心,xìxīn,careful / attentive,5
adjective,328,仔细,仔細,zǐxì,careful / attentive,4
adjective,329,小心,小心,xiǎoxīn,careful / cautious,3
adjective,330,大胆,大膽,dàdǎn,bold / daring,5
adjective,331,鲁莽,魯莽,lǔmǎng,rash / impetuous,6
adjective,332,谨慎,謹慎,jǐnshèn,cautious / prudent,6
adjective,333,勤奋,勤奮,qínfèn,diligent / hardworking,5
adjective,334,勤劳,勤勞,qínláo,hardworking / industrious,6
adjective,335,懒,懶,lǎn,lazy,4
adjective,336,懒惰,懶惰,lǎnduò,lazy / indolent,6
adjective,337,积极,積極,jījí,positive / active,4
adjective,338,消极,消極,xiāojí,passive / negative,6
adjective,339,活跃,活躍,huóyuè,active / lively,6
adjective,340,被动,被動,bèidòng,passive,6
adjective,341,主动,主動,zhǔdòng,proactive / on one's own initiative,5
adjective,342,主要,主要,zhǔyào,main / primary,4
adjective,343,次要,次要,cìyào,secondary,6
adjective,344,关键,關鍵,guānjiàn,key / crucial,5
adjective,345,核心,核心,héxīn,core / central,5
adjective,346,基本,基本,jīběn,basic / fundamental,4
adjective,347,根本,根本,gēnběn,fundamental / essential,5
adjective,348,初级,初級,chūjí,elementary / beginner,5
adjective,349,高级,高級,gāojí,advanced / senior,4
adjective,350,中级,中級,zhōngjí,intermediate,5
adjective,351,初,初,chū,beginning / initial,5
adjective,352,最终,最終,zuìzhōng,final / ultimate,5
adjective,353,最后,最後,zuìhòu,last / final,3
adjective,354,首先,首先,shǒuxiān,first (adv) / foremost,4
adjective,355,最初,最初,zuìchū,initial / at first,5
adjective,356,初次,初次,chūcì,first time,6
adjective,357,再次,再次,zàicì,once more / again,6
adjective,358,多次,多次,duō cì,many times,5
adjective,359,屡次,屢次,lǚcì,repeatedly / many times,6
adjective,360,经常,經常,jīngcháng,often / frequent,3
adjective,361,常常,常常,chángcháng,often,2
adjective,362,偶尔,偶爾,ǒu'ěr,occasional / occasionally,4
adjective,363,时常,時常,shícháng,often / frequently,6
adjective,364,持续,持續,chíxù,continuous / sustained,5
adjective,365,永久,永久,yǒngjiǔ,permanent,6
adjective,366,暂时,暫時,zànshí,temporary,5
adjective,367,临时,臨時,línshí,temporary / provisional,5
adjective,368,永恒,永恆,yǒnghéng,eternal / everlasting,6
adjective,369,短暂,短暫,duǎnzàn,brief / short-lived,6
adjective,370,长久,長久,chángjiǔ,long-lasting / durable,6
adjective,371,久,久,jiǔ,long (time),3
adjective,372,巨大,巨大,jùdà,huge / enormous,5
adjective,373,庞大,龐大,pángdà,huge / vast,6
adjective,374,微小,微小,wēixiǎo,tiny / minute,6
adjective,375,极,極,jí,extreme / utmost,4
adjective,376,极端,極端,jíduān,extreme,6
adjective,377,正常,正常,zhèngcháng,normal,4
adjective,378,异常,異常,yìcháng,abnormal / unusual,6
adjective,379,均匀,均勻,jūnyún,even / uniform,6
adjective,380,不均,不均,bùjūn,uneven,6
adjective,381,均等,均等,jūnděng,equal / uniform,6
adjective,382,充分,充分,chōngfèn,sufficient / full,5
adjective,383,充足,充足,chōngzú,abundant / ample,6
adjective,384,充实,充實,chōngshí,substantial / rich (life),6
adjective,385,空虚,空虛,kōngxū,hollow / empty (inside),6
adjective,386,丰富,豐富,fēngfù,abundant / rich,4
adjective,387,贫乏,貧乏,pínfá,poor / scanty,6
adjective,388,匮乏,匱乏,kuìfá,deficient / lacking,6
adjective,389,大量,大量,dàliàng,large quantity,4
adjective,390,少量,少量,shǎoliàng,small quantity,5
adjective,391,巨额,巨額,jù'é,huge amount,6
adjective,392,好听 (声),好聽,hǎotīng,melodious,2
adjective,393,响亮,響亮,xiǎngliàng,loud and clear,6
adjective,394,刺耳,刺耳,cì'ěr,harsh (sound),6
adjective,395,柔和,柔和,róuhé,soft / mild,6
adjective,396,刺激,刺激,cìjī,exciting / stimulating,5
adjective,397,平淡,平淡,píngdàn,bland / dull,6
adjective,398,单调,單調,dāndiào,monotonous,6
adjective,399,多样,多樣,duōyàng,diverse / various,6
adjective,400,多变,多變,duōbiàn,changeable,6
adjective,401,稳定,穩定,wěndìng,stable,5
adjective,402,不稳定,不穩定,bù wěndìng,unstable,5
adjective,403,动荡,動盪,dòngdàng,turbulent / unrest,6
adjective,404,平稳,平穩,píngwěn,smooth / steady,6
adjective,405,清晰,清晰,qīngxī,clear / distinct,6
adjective,406,模糊 (清晰),模糊,móhu,vague / indistinct,6
adjective,407,鲜明,鮮明,xiānmíng,distinct / bright,6
adjective,408,鲜艳,鮮豔,xiānyàn,brightly colored,6
adjective,409,暗淡,暗淡,àndàn,dim / gloomy,6
adjective,410,明亮,明亮,míngliàng,bright / well-lit,5
adjective,411,黑暗,黑暗,hēi'àn,dark,5
adjective,412,光明,光明,guāngmíng,bright / promising,6
adjective,413,阴暗,陰暗,yīn'àn,dim / gloomy,6
adjective,414,透明,透明,tòumíng,transparent,5
adjective,415,不透明,不透明,bù tòumíng,opaque,5
adjective,416,清澈,清澈,qīngchè,clear (water),6
adjective,417,浑浊,渾濁,húnzhuó,muddy / turbid,6
adjective,418,污浊,污濁,wūzhuó,polluted / foul,6
adjective,419,新鲜,新鮮,xīnxian,fresh,3
adjective,420,过期,過期,guòqī,expired,6
adjective,421,陈旧 (物),陳舊,chénjiù,outdated,6
adjective,422,腐烂,腐爛,fǔlàn,rotten / decayed,6
adjective,423,变质,變質,biànzhì,spoiled / deteriorated,6
adjective,424,凉,涼,liáng,cool,3
adjective,425,烫,燙,tàng,scalding hot,4
adjective,426,温,溫,wēn,warm / mild,5
adjective,427,酸,酸,suān,sour / acid / sore,4
adjective,428,甜,甜,tián,sweet,3
adjective,429,苦,苦,kǔ,bitter,4
adjective,430,辣,辣,là,spicy hot,4
adjective,431,咸,鹹,xián,salty,4
adjective,432,淡,淡,dàn,bland / light (taste),4
adjective,433,腥,腥,xīng,fishy,6
adjective,434,香,香,xiāng,fragrant / aromatic / tasty,3
adjective,435,臭,臭,chòu,smelly / stinky,5
adjective,436,酥,酥,sū,crispy / flaky,6
adjective,437,嫩,嫩,nèn,tender,6
adjective,438,老 (肉),老,lǎo,tough (meat),3
adjective,439,生 (未熟),生,shēng,raw,3
adjective,440,熟 (煮),熟,shú,cooked / ripe,4
adjective,441,焦,焦,jiāo,burnt / scorched,6
adjective,442,肥,肥,féi,fatty / fertile,5
adjective,443,瘦 (肉),瘦,shòu,lean (meat),3
adjective,444,浓,濃,nóng,thick / dense / strong,5
adjective,445,稀,稀,xī,thin / sparse,6
adjective,446,稠,稠,chóu,thick / dense,6
adjective,447,干燥,乾燥,gānzào,dry / arid,5
adjective,448,潮湿,潮濕,cháoshī,humid / damp,5
adjective,449,闷热,悶熱,mēnrè,muggy / stifling,6
adjective,450,凉爽,涼爽,liángshuǎng,cool and refreshing,6
adjective,451,寒冷,寒冷,hánlěng,cold / frigid,6
adjective,452,酷热,酷熱,kùrè,sweltering,6
adjective,453,温暖,溫暖,wēnnuǎn,warm,5
adjective,454,恶劣,惡劣,èliè,terrible / vile,6
adjective,455,恶心,噁心,ěxīn,nauseating / disgusting,6
adjective,456,讨厌 (adj),討厭,tǎoyàn,annoying / disgusting,4
adjective,457,可怕,可怕,kěpà,frightening / terrible,4
adjective,458,恐怖,恐怖,kǒngbù,terrifying / terror,5
adjective,459,恐惧,恐懼,kǒngjù,fearful,6
adjective,460,害怕 (adj),害怕,hàipà,afraid,3
adjective,461,胆怯,膽怯,dǎnqiè,timid,6
adjective,462,勇猛,勇猛,yǒngměng,brave and fierce,6
adjective,463,英勇,英勇,yīngyǒng,heroic,6
adjective,464,软弱 (人),軟弱,ruǎnruò,weak / feeble,6
adjective,465,强,強,qiáng,strong,3
adjective,466,弱,弱,ruò,weak,4
adjective,467,发展中,發展中,fāzhǎn zhōng,developing (adj),5
adjective,468,先进 (社会),先進,xiānjìn,advanced (social),5
adjective,469,落后 (地区),落後,luòhòu,backward / lagging,5
adjective,470,充满,充滿,chōngmǎn,full of / brimming,5
adjective,471,空洞,空洞,kōngdòng,hollow / empty,6
adjective,472,紧密,緊密,jǐnmì,close / tight,6
adjective,473,疏远,疏遠,shūyuǎn,estranged / distant,6
adjective,474,亲近,親近,qīnjìn,close / intimate,6
adjective,475,亲密,親密,qīnmì,intimate / close,6
adjective,476,陌生 (人),陌生,mòshēng,unfamiliar / strange,5
adjective,477,友善,友善,yǒushàn,friendly / kind,6
adjective,478,敌对,敵對,díduì,hostile / antagonistic,6
adjective,479,和谐,和諧,héxié,harmonious,5
adjective,480,矛盾,矛盾,máodùn,contradictory,5
adjective,481,一致,一致,yízhì,consistent / unanimous,5
adjective,482,不一致,不一致,bù yízhì,inconsistent,5
adjective,483,相同,相同,xiāngtóng,same / identical,4
adjective,484,不同,不同,bùtóng,different,4
adjective,485,类似,類似,lèisì,similar,5
adjective,486,相似,相似,xiāngsì,similar,5
adjective,487,独特 (独),獨特,dútè,unique,5
adjective,488,典型,典型,diǎnxíng,typical,5
adjective,489,经典,經典,jīngdiǎn,classic / classical,5
adjective,490,现实,現實,xiànshí,realistic / real,5
adjective,491,理想,理想,lǐxiǎng,ideal,5
adjective,492,虚幻,虛幻,xūhuàn,illusory / unreal,6
adjective,493,神奇,神奇,shénqí,magical / miraculous,6
adjective,494,神秘,神秘,shénmì,mysterious,6
adjective,495,熟知,熟知,shúzhī,well-known / familiar,6
adjective,496,陌生 (2),陌生,mòshēng,strange / unfamiliar,5
adjective,497,有限,有限,yǒuxiàn,limited / finite,6
adjective,498,无限,無限,wúxiàn,unlimited / infinite,6
adjective,499,绝对,絕對,juéduì,absolute,5
adjective,500,相对,相對,xiāngduì,relative,5
